"name","position","department","degree"
"GOSBEE,ALYSSA L.","Lecturer","Marketing","MBA 1997 University of Alaska-Anchorage"
"GOTTLIEB,PAULA","Professor","Philosophy","PHD 1988 Cornell University"
"GOTTWALD,JENNIFER ROSE","Adjunct Professor","Ms In Biotechnology Degree Prg","MD 2000 Univ of Wisconsin-Madison"
"GOURSE,RICHARD","Professor","Bacteriology","PHD 1980 Brown University"
"GRABOIS,DANIEL","Associate Professor","Mead Witter School Of Music","MM 1989 Manhattan School Of Music"
"GRAEFE,GOETZ","Honorary Assoc/Fellow","Computer Sciences","PHD 1987 Univ of Wisconsin-Madison"
"GRAHAM,LINDA","Professor","Botany","PHD 1975 Univ of Michigan at Ann Arbor"
"GRAHAM,MIKE","Professor","Chemical &amp; Biological Engr","PHD 1991 Cornell University"
"GRAHAM,STEPHANIE","Clinical Professor","Counseling Psychology","PHD 2009 Auburn University"
"GRAINGER,CORBETT","Associate Professor","Agricultural&amp;Applied Economics","PHD 2010 U of California-Santa Barbara"
"GRALNICK,LISA B","Professor","Art","MFA 1980 SUNY College at New Paltz"
"GRANDE,KATARINA MARIA","Lecturer","International Studies&amp;Programs","BS 2007 Univ of Wisconsin-Madison"
"GRANICK,MARTIN","Clinical Instructor","Medical Sciences","DVM 2017 Univ of Wisconsin-Madison"
"GRANT,CARL","Professor","Curriculum And Instruction","PHD 1972 Univ of Wisconsin-Madison"
"GRANT,MONICA J","Associate Professor","Sociology","PHD 2009 University of Pennsylvania"
"GRANT,PAUL","Lecturer","History","PHD 2017 Univ of Wisconsin-Madison"
"GRANT,TIMOTHY","Assistant Professor","Biochemistry","PHD 2008 "
"GRATTON,CLAUDIO","Professor","Entomology","PHD 1997 Univ of California Berkeley"
"GRAUE,BETH","Professor","Curriculum And Instruction","PHD 1990 Univ of Colorado at Boulder"
"GRAVES,LUCAS","Associate Professor","Journalism&amp;Mass Communication","PHD 2013 Columbia University"
"GRAVES,SARAH","Lecturer","Academic Programs","PHD 2018 Florida State University"
"GRAY,JONATHAN","Professor","Communication Arts","PHD 2003 University of London"
"GRECO,JIM","Faculty Associate","Theatre &amp; Drama","MFA 1985 Univ of IL at Urbana-Champaign"
"GREEN,C. SHAWN","Associate Professor","Psychology","PHD 2008 University Of Rochester"
"GREEN,CHELSEY MARIE","Assoc Lecturer","Statistics","MS  Univ of Wisconsin-Madison"
"GREEN,TIFFANY LORRAINE","Assistant Professor","Population Health Sciences","PHD 2007 Univ Of NC At Chapel Hill"
"GREENBERG,ANDREW","Dis Faculty Associate","Chemical &amp; Biological Engr","PHD 2004 Pennsylvania State University"
"GREENE,CHRISTINA","Professor","Afro-American Studies","PHD 1996 Duke University"
"GREENE,LINDA","Professor","Law School","JD 1974 Univ of California Berkeley"
"GREENE,MADELYNE ZUEHLKE","Assistant Professor","Nursing","DNS 2017 University of Pennsylvania"
"GREENWALD,MERCY MAXAN","Asst Faculty Assoc","Social Work","MSW 2010 Univ of Wisconsin-Madison"
"GREENWOOD,PHILIP","Senior Lecturer","Management &amp; Human Resources","PHD 2002 Univ of Wisconsin-Madison"
"GREER,AARON D","Associate Professor","Communication Arts",NA
"GREGORY,JESSE MCCUNE","Associate Professor","Economics","PHD 2012 Univ of Michigan at Ann Arbor"
"GREIG,TONY","Senior Lecturer","Accting &amp; Info Sys","PHD 1991 University Of Rochester"
"GRIEP,ANNE ELIZABETH","Professor","Cell And Regenerative Biology","PHD 1985 Univ of Wisconsin-Madison"
"GRIFFITH,EMILY","Associate Professor","Accting &amp; Info Sys","PHD 2014 University of Georgia"
"GRIFFITH,MATT","Lecturer","Accting &amp; Info Sys","MS 2007 Texas A &amp; M University"
"GRIMM,GERIT","Associate Professor","Art","MFA 2004 Alfred University"
"GRINBLAT,YEVGENYA","Associate Professor","Integrative Biology","PHD 1993 Harvard University"
"GRIZZARD,ROBERT","Faculty Associate","Mathematics","PHD 2014 University of Texas at Austin"
"GROB,RACHEL","Clinical Professor","Law School","PHD 2006 City University Of New York"
"GROBLEWSKI,GUY","Professor","Nutritional Sciences","PHD 1991 East Carolina University"
"GRODSKY,ERIC","Professor","Sociology","PHD 2002 Univ of Wisconsin-Madison"
"GROSS,DOMINIC","Assistant Professor","Electrical &amp; Computer Engr","PHD 2014 "
"GROSS,JOHN PATRICK","Clinical Assoc Prof","Law School","JD 1999 Hofstra University"
"GROSS,KELSEY NICOLE","Asst Faculty Assoc","Social Work","MSW 2010 Univ of Wisconsin-Madison"
"GROSS,SABINE","Professor","German, Nordic &amp; Slavic","PHD 1991 U of California-Santa Barbara"
"GROSSENBACHER,LAURA","Faculty Associate","Academic Affairs","PHD 1996 Texas College"
"GROVES,RUSSELL","Professor","Entomology","PHD 2001 North Carolina State Univ"
"GRUBEN,KREG","Professor","Kinesiology","PHD 1993 Johns Hopkins University"
"GRUNEWALD,RALPH","Assistant Professor","English","LLM 2005 Univ of Wisconsin-Madison"
"GUBNER,JOHN A.","Professor","Electrical &amp; Computer Engr","PHD 1988 Univ of Maryland College Park"
"GUEDOT,CHRISTELLE","Associate Professor","Entomology","PHD 2004 Utah State University"
"GUEVARA,ANGELICA","Assoc Lecturer","Law School",NA
"GUILLIAMS,THOMAS G","Adjunct Assoc Prof","Pharmacy","PHD  Medical College Of Wisconsin"
"GULLICKSON,MICHELLE","Lecturer","Counseling Psychology","MA 2014 University of Montana"
"GUMPERZ,JENNY","Professor","Medical Microbiology","PHD 1996 Stanford University"
"GUNASEKARAN,SUNDARAM","Professor","Biological Systems Engineering","PHD 1985 Univ of IL at Urbana-Champaign"
"GUNNESON,ERIK","Faculty Associate","Communication Arts","BA 1989 Univ of Wisconsin-Madison"
"GUO,SHAOMING","Assistant Professor","Mathematics","PHD 2015 Universitat Bonn"
"GUO,WEI","Assistant Professor","Animal And Dairy Sciences","PHD 2004 China Agricultural University"
"GUO,XIAOQIN","Visiting Asst Prof","Mathematics","PHD 2012 Univ of Minnesota-Twin Cities"
"GUPTA,MOHIT","Assistant Professor","Computer Sciences","PHD 2011 Carnegie-Mellon University"
"GUPTE,SACHIN","Clinical Instructor","Law School","JD 2011 University of Pittsburgh"
"GUREVICH,SHAMGAR","Associate Professor","Mathematics","PHD 2005 Tel Aviv University"
"GURNEE,KENDRA","Assoc Lecturer","Pharmacy","MS 2010 Univ of Wisconsin-Madison"
"GUSSICK,MEGAN ELIZABETH","Clinical Asst Prof","Emergency Medicine","MD 2012 Univ of Wisconsin-Madison"
"GUSTIN,LEA","Assoc Faculty Assoc","Chemistry","DS 2016 University of New Orleans"
"GUTIERREZ CHACON,LUCIA","Associate Professor","Agronomy","PHD 2008 Iowa State Univ of Sci &amp; Tech"
"GUYER,SARA","Professor","English","PHD 2001 Univ of California Berkeley"
"HA,MELISSA ELLEN","Clinical Instructor","Academic Affairs","PHARMD 2012 Univ of Wisconsin-Madison"
"HAAS,CHRISTINE","Lecturer","Engr Professional Development","MBA  "
"HAAS,NATE","Assoc Lecturer","Comparative Biosciences","DVM 2009 "
"HAAS,RUSS","Faculty Associate","Materials Science&amp;Engineering","MS 1992 Naval Postgraduate School"
"HABECK,KODY LOUIS","Asst Instrmt Inn/Ins","Biological Systems Engineering","MS 2011 Univ of Wisconsin-Madison"
"HABERKORN,TYRELL","Professor","Asian Languages &amp; Cultures","PHD 2007 Cornell University"
"HADEN,CLARE ARENA","Lecturer","Theatre &amp; Drama","MFA 2009 Univ of Wisconsin-Madison"
"HADLEY,DOUGLAS B","Senior Lecturer","Planning &amp; Landscape Arch","MLA 2011 Univ of Wisconsin-Madison"
"HAFEZ,GHOLAM R.","Professor (Chs)","Pathology&amp;Laboratory Medicine","MD 1970 Ferdowsi University of Mashhad"
"HAGER,DAVID RICHARD","Clinical Asst Prof","Pharmacy","PHARMD 2005 Univ of Wisconsin-Madison"
"HAGERICH,KIMBERLY ANN","Senior Lecturer","English","MFA 2011 Univ of Massachusetts Amherst"
"HAGERMOSER,ELIZABETH","Clinical Asst Prof","Educational Psychology","PHD 2016 Univ of Wisconsin-Madison"
"HAGNESS,SUSAN","Professor","Electrical &amp; Computer Engr","PHD 1998 Northwestern University"
"HAHN,ERIN MARGARET","Adjunct Instructor","Law School","JD 1994 Univ of Wisconsin-Madison"
"HAI,AVIAD","Assistant Professor","Biomedical Engineering","PHD  Hebrew University of Jerusalem"
"HAIRSTON,MARK STEVEN","Assistant Professor","Theatre &amp; Drama","MFA 2018 Columbia University"
"HALBACH,THEODORE","Assoc Faculty Assoc","Animal And Dairy Sciences","MS 1985 University of Arizona"
"HALBERG,RICH","Associate Professor","Medicine","PHD 1994 Michigan State University"
"HALL,APRIL","Adjunct Asst Prof","Academic Affairs","PHD 2011 Baylor College Of Medicine"
"HALL,DEANNE J","Adjunct Instructor","Journalism&amp;Mass Communication","BA 1981 Indiana University"
"HALL,EMILY","Dis Faculty Associate","English","PHD 1999 Univ of Wisconsin-Madison"
"HALL,JOHN","Associate Professor","History","PHD 2007 Univ Of NC At Chapel Hill"
"HALL,TIMOTHY JON","Professor","Medical Physics","PHD 1988 Univ of Wisconsin-Madison"
"HALLISY,KRISTINE MARIE","Assoc Professor (Chs)","Family Medicine","DS 2011 Andrews University"
"HALLORAN,MARY","Professor","Integrative Biology","PHD 1994 Univ of Wisconsin-Madison"
"HALM,WENDY","Clinical Assoc Prof","Nursing","DNP 2011 Univ of Wisconsin-Milwaukee"
"HALPERN-MEEKIN,SARAH","Associate Professor","School Of Human Ecology","PHD 2009 Harvard University"
"HALVERSON,ALAN DALE","Adjunct Assoc Prof","Computer Sciences","PHD 2006 Univ of Wisconsin-Madison"
"HALVERSON,ERICA","Professor","Curriculum And Instruction","PHD 2005 Northwestern University"
"HALVERSON,RICHARD ROGER","Professor","Ed Leadership&amp;Policy Analysis","PHD 2001 Northwestern University"
"HALZEN,FRANCIS L.","Professor","Physics","PHD 1969 Univ Catolique de Louvain"
"HAMERS,ROBERT JOHN","Professor","Chemistry","PHD 1986 Cornell University"
"HAMPTON,JESSE CLAY","Assistant Professor","Civil &amp; Environmental Engr","PHD  "
"HAMPTON,JOHN MITCHELL","Researcher","Uw Comprehensive Cancer Center","MS 2000 Univ of Wisconsin-Madison"
"HAN,LU","Professor","Real Estate &amp; Urgan Land Econ","PHD 2005 Stanford University"
"HANDELSMAN,JO EMILY","Professor","Plant Pathology","PHD 1984 Univ of Wisconsin-Madison"
"HANHART,ALEXANDER","Assoc Faculty Assoc","Mathematics","PHD 2009 Univ Of Minnesota-St Paul"
"HANNA,AMGAD","Professor (Chs)","Neurological Surgery","MD 1990 Cairo University"
"HANNA,AWAD","Professor","Civil &amp; Environmental Engr","PHD 1989 Pennsylvania State University"
"HANNON,JENNIFER ANNE","Adjunct Instructor","Law School","JD 2000 "
"HANSEN,ANNE","Professor","History","PHD 1999 Harvard University"
"HANSEN,BRUCE E.","Professor","Economics","PHD 1989 Yale University"
"HANSEN,DAVID","Lecturer","Economics","PHD 2011 Stanford University"
"HANSEN,KAREN ELIZABETH","Professor","Medicine","MD 1993 Univ of Wisconsin-Madison"
"HANSEN,KORINNA K","Senior Lecturer","Economics","PHD 1992 University Of Rochester"
"HANSON BRENNER,GAIL M","Faculty Associate","Nursing","MSN 2005 Univ of Wisconsin-Eau Claire"
"HANSON,KAEL D","Professor","Physics","PHD 2000 Univ of Michigan at Ann Arbor"
"HANSON,LANE L","Assoc Lecturer","Law School","MSW 2015 Univ of Wisconsin-Madison"
"HANSON,PAUL CONRAD","Lecturer","Integrative Biology","PHD 2003 Univ of Wisconsin-Madison"
"HANUKAI,MAKSIM","Assistant Professor","German, Nordic &amp; Slavic","PHD 2016 Columbia University"
"HARACKIEWICZ,JUDITH","Professor","Psychology","PHD 1980 Harvard University"
"HARDIE,ROBERT J.","Clinical Professor","Surgical Sciences","DVM 1991 University of Georgia"
"HARDIN,JEFF","Professor","Integrative Biology","PHD 1987 Univ of California Berkeley"
"HARER,MATTHEW W","Asst Professor (Chs)","Pediatrics","MD 2010 Univ of Wisconsin-Madison"
"HARK,MARY","Professor","School Of Human Ecology","MFA 1989 Sch Of The Art Inst Of Chicago"
"HAROLDSON,AMBER RAE","Assoc Faculty Assoc","Nutritional Sciences","PHD 2013 Univ Of NC At Greensboro"
"HARRILL,STEPHANIE","Lecturer","Consumer Science","MSSW 2010 Columbia University"
"HARRINGTON,GREG","Professor","Civil &amp; Environmental Engr","PHD 1997 Univ Of NC At Chapel Hill"
"HARRINGTON,JOHN ALAN","Professor","Planning &amp; Landscape Arch","MS 1983 Univ of Wisconsin-Madison"
"HARRIS,ANDREA","Associate Professor","Dance","PHD 2005 Univ of Wisconsin-Madison"
"HARRIS,MICHELLE","Dis Faculty Associate","Biology Core Curriculum","PHD 1999 Univ of Wisconsin-Madison"
"HARRIS,RONALD","Dis Faculty Associate","English","PHD 1996 Univ of Wisconsin-Madison"
"HARRISON,MELISSA","Associate Professor","Biomolecular Chemistry","PHD 2006 Massachusetts Inst Of Tech"
"HART,SARAH","Assistant Professor","Forest &amp; Wildlife Ecology","PHD 2014 Univ of Colorado at Boulder"
"HARTEL,RICHARD W.","Professor","Food Science","PHD 1980 Colorado State University"
"HARTEMINK,ALFRED","Professor","Soil Science","PHD 2001 University of Reading"
"HARTENBACH,ELLEN","Professor","Obstetrics &amp; Gynecology","MD 1988 Univ of Missouri-Columbia"
"HARTER,JOSEPHINE MIRIAM","Assoc Professor (Chs)","Pathology&amp;Laboratory Medicine","MD 1994 Univ of Michigan at Ann Arbor"
"HARTLEY,SIGAN","Associate Professor","School Of Human Ecology","PHD 2007 University of Wyoming"
"HARTMAN,AMY","Clinical Professor","Communication Sci &amp; Disorders","PHD 2009 A.T. Still University"
"HARTMAN,JEFF","Asst Professor (Chs)","Family Medicine","DPT  "
"HARTMAN,SCOTT AUSTIN","Asst Faculty Assoc","Integrative Biology","DS  Univ of Wisconsin-Madison"
"HARTUP,BARRY KINNEY","Clinical Instructor","Surgical Sciences","DVM 1993 Univ of Wisconsin-Madison"
"HARVEY,MELODY A","Assistant Professor","School Of Human Ecology","PHD 2018 Santa Monica College"
"HASHIMOTO,AKI","Professor","Physics","PHD 1997 Princeton University"
"HASSETT,DAWNENE","Professor","Curriculum And Instruction","PHD 1999 Univ of Wisconsin-Madison"
"HASTI,BECK","Faculty Associate","Computer Sciences","PHD 1998 Univ of Wisconsin-Madison"
"HASTINGS,PATRICIA","Dis Faculty Associate","Journalism&amp;Mass Communication","MA 1993 Univ of Wisconsin-Madison"
"HATLAN-ATWELL,HANNAH","Student Services Cord","Student Acad Affairs Office","MS 2014 Univ of Wisconsin-Madison"
"HATZEL,JEFFREY","Lecturer","Geography","MS 2017 Univ of Wisconsin-Madison"
"HAUSCH,DON","Professor","Operations &amp; Information Mgmt","PHD 1984 Northwestern University"
"HAVEY,MICHAEL","Honorary Assoc/Fellow","Horticulture","PHD 1984 Univ of Wisconsin-Madison"
"HAWKINS,MARGARET","Professor","Curriculum And Instruction","PHD 1997 Univ of Massachusetts Amherst"
"HAWKINS,SHAWNA","Clinical Instructor","Surgical Sciences","DVM 2016 "
"HAWKS,JOHN","Professor","Anthropology","PHD 1999 Univ of Michigan at Ann Arbor"
"HAWLEY,DONNA J","Faculty Associate","Nursing","DNP 2018 Univ of Wisconsin-Oshkosh"
"HAWLEY,HELEN","Lecturer","Art","MFA  Univ of Wisconsin-Madison"
"HAYATI,FAZEL","Lecturer","Operations &amp; Information Mgmt","PHD 2015 Auburn University"
"HAYES,MORGAN M","Assoc Lecturer","Dance","MFA 2013 Hollins University"
"HAYNES MANOGUE,JONANNE MARIE","Lecturer","Kinesiology","EDM 1987 Univ of Wisconsin-Whitewater"
"HAYNES,APRIL","Associate Professor","History","PHD 2009 U of California-Santa Barbara"
"HAYNEY,MARY","Professor (Chs)","Pharmacy","PHARMD 1993 Univ of Minnesota-Twin Cities"
"HAYS,REBECCA ELEANOR","Assoc Lecturer","Social Work","MSW 1999 Univ of California Berkeley"
"HAZEN,ALICIA","Lecturer","Student Acad Affairs Office","BA 2000 Univ of Wisconsin-Madison"
"HE,CHENG","Assistant Professor","Marketing","PHD 2020 Georgia Inst of Technology"
"HEALLESS,LINDSAY","Clinical Instructor","Law School","JD 2012 Univ of Wisconsin-Madison"
"HEATON,CAITLIN","Clinical Instructor","Medical Sciences","DVM 2017 Univ of Wisconsin-Madison"
"HEFFNER,THOMAS","Senior Lecturer","Engr Professional Development","MS  Johns Hopkins University"
"HEGNA,CHRIS","Professor","Engineering Physics","PHD 1989 Columbia University"
"HEIDE,JAN B","Professor","Marketing","PHD 1987 Univ of Wisconsin-Madison"
"HEIDE,MARIA PAPAS","Senior Lecturer","Marketing","PHD 1994 Univ of Wisconsin-Madison"
"HEIDEMAN,BRENDA","Assoc Lecturer","Social Work","MSW 1999 Univ of MD Baltimore County"
"HEIDERSCHEIT,BRYAN","Professor","Orthopedics And Rehabilitation","PHD 2000 University of Iowa"
"HEIMERL,FLORIAN","Asst Faculty Assoc","Computer Sciences","PHD 2016 Universitat Stuttgart"
"HEIMKE,JEREMY","Asst Prof Of Mil Sci","Naval Science","BSE 2014 Univ of Michigan at Ann Arbor"
"HEINER,ELIZABETH ALLEN","Adjunct Instructor","Law School","JD 1991 Univ of Wisconsin-Madison"
"HEINTZ,CLAUDE","Faculty Associate","Dance","MFA 1991 University of Oregon"
"HEINZ,SEBASTIAN","Professor","Astronomy","PHD 2000 Univ of Colorado at Boulder"
"HELD,PATRICE KARYN","Assoc Professor (Chs)","Disease Prevention Admin","PHD 2005 Oregon Health Sciences Univ"
"HEMATTI,PEIMAN","Professor","Medicine","MD 1990 University of Tehran"
"HENAK,CORINNE","Assistant Professor","Mechanical Engineering","PHD 2013 University of Utah"
"HENDERSON,DOUGLASS","Professor","Engineering Physics","PHD 1987 Univ of Wisconsin-Madison"
"HENDERSON,MEGHAN MARIE","Assoc Lecturer","Social Work","MSW 2008 Univ of Wisconsin-Madison"
"HENDERSON,SHERYL L","Assoc Professor (Chs)","Pediatrics","PHD 1990 Johns Hopkins University"
"HENDERSON,STEPHANIE A","Assistant Professor","Atmospheric &amp; Oceanic Sciences","PHD 2017 Colorado State University"
"HENDERSON,TY THOMAS","Visiting Assoc Prof","Marketing","PHD 2007 Univ of Wisconsin-Madison"
"HENDLEY,KATHRYN","Professor","Law School","PHD 1993 Univ of California Berkeley"
"HENDRICKS,KENNETH","Professor","Economics","PHD 1982 Univ of Wisconsin-Madison"
"HENKE,JAMIE","Dis Faculty Associate","Acad Affairs &amp; Prog","PHD 1989 Univ of Wisconsin-Madison"
"HENKE,RYAN","Assistant Professor","Language Sciences Program","PHD 2020 University of Hawaii-West Oahu"
"HENNESSY,ELIZABETH","Associate Professor","Academic Programs","PHD 2014 Univ Of NC At Chapel Hill"
"HENNING,REBECCA LYNN WARNER","Clinical Asst Prof","Communication Sci &amp; Disorders","PHD 2003 University of Iowa"
"HENRICHS,RACHEL M","Faculty Associate","Nursing","MSN 1996 St Louis University"
"HENRIQUES,JEFF","Dis Lecturer","Psychology","PHD 1998 Univ of Wisconsin-Madison"
"HENRY,TRAVIS J","Adjunct Asst Prof","Surgical Sciences","DVM 1993 Michigan State University"
"HENZLER,KATHERINE A.","Associate Professor","Biochemistry","PHD 2003 Univ of Michigan at Ann Arbor"
"HEPLER,BRIAN","Visiting Asst Prof","Mathematics","PHD 2019 Northeastern University"
"HER,PA","Clinical Asst Prof","Counseling Psychology","PHD 2020 Univ of Wisconsin-Madison"
"HERMANN,MATT","Assoc Faculty Assoc","Journalism&amp;Mass Communication","MA 2004 New York University"
"HERMANS,IVE","Professor","Chemistry","PHD 2006 Katholieke Univ Leuven"
"HERNANDEZ,ANTONIO","Assoc Faculty Assoc","Engineering Physics","PHD 2009 Univ of Wisconsin-Madison"
"HERNANDEZ,LAURA","Associate Professor","Animal And Dairy Sciences","PHD 2008 University of Arizona"
"HERNANDEZ,PAOLA","Professor","Spanish And Portuguese","PHD 2004 University of Kansas"
"HERNANDEZ,REINIER","Assistant Professor","Medical Physics","PHD 2016 Univ of Wisconsin-Madison"
"HERNANDO,DIEGO","Assistant Professor","Radiology","PHD 2010 Univ of IL at Urbana-Champaign"
"HERNDON,MATTHEW F","Professor","Physics","PHD 1998 Univ of Maryland College Park"
"HERNKE,MICHAEL T.","Lecturer","Operations &amp; Information Mgmt","PHD 2005 Univ of Wisconsin-Madison"
"HERRERA,KYLE JORDAN","Lecturer","Art","MFA  Univ of Wisconsin-Madison"
"HERRERA,YOSHIKO","Professor","Political Science","PHD 1999 University of Chicago"
"HERRINGA,RYAN","Associate Professor","Psychiatry","PHD 2006 Univ of Wisconsin-Madison"
"HERSHBERGER,KAREN LYNN","Lecturer","Comparative Biosciences","PHD 2004 Harvard University"
"HERSHEY,DAVID M","Assistant Professor","Bacteriology","PHD 2016 Univ of California Berkeley"
